,eventid,iyear,imonth,iday,extended,country_txt,city,latitude,longitude,location,summary,crit1,crit2,crit3,alternative_txt,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,gname,guncertain1,nperps,nperpcap,claimed,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weapdetail,nkill,nkillter,nwound,property,addnotes,scite1,scite2,scite3,related
522,201408140073,2014,8,14,0,Ukraine,Peremoha,47.289545000000004,37.406163,,"08/14/2014: Assailants attacked Ukrainian border guards near Peremoha village, Donetsk oblast, Ukraine. There were no reports of casualties in the attack. No group claimed responsibility; however, sources attributed the incident to Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",State Border Guard Service of Ukraine (DPSU),Border Detail,Donetsk People's Republic,0.0,-99.0,0.0,0.0,13,Unknown,,,,,,,,0.0,0.0,0.0,-9,,"""Nine Ukrainian troops killed in past 24 hours - spokesman,"" Interfax-Ukraine, August 14, 2014.",,,
523,201408140074,2014,8,14,0,Ukraine,Uspenka,47.700706,38.679418,,"08/14/2014: Assailants attacked soldiers near Uspenka border crossing, Donetsk oblast, Ukraine. The number of casualties from the attack was unreported. No group claimed responsibility; however, sources attributed the incident to Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,0,0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Donetsk People's Republic,0.0,-99.0,0.0,0.0,13,Unknown,,,,,,,,0.0,0.0,0.0,0,,"""Nine Ukrainian troops killed in past 24 hours - spokesman,"" Interfax-Ukraine, August 14, 2014.",,,
524,201408140081,2014,8,14,0,Ukraine,Mospyne,47.874588,38.067377,,"08/14/2014: Assailants launched mortars at Mospyne town, Donetsk oblast, Ukraine. Eleven civilians were wounded in the attack. No group claimed responsibility; however, sources attributed the incident to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Mospyne Town,Town,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,0.0,0.0,11.0,1,,"""Ukraine's Donetsk authorities report numerous casualties, devastation,"" Interfax-Ukraine, August 15, 2014.","""Over 20 civilians killed in rebel-held eastern Ukrainian cities, local officials,"" 5 Kanal TV, August 14, 2014.",,
525,201408150066,2014,8,15,0,Ukraine,Simferopol,44.952007,34.102847,,"08/00/2014: Sometime between August 1 and August 31, 2014, an assailant planted explosives outside the prosecutor's office in Simferopol, Crimea, Ukraine. There were no reported casualties. In July 2016, Maxim Filatov was convicted of carrying out the attack.",1,1,1,,0,0,3,Bombing/Explosion,2,Government (General),14.0,Judge/Attorney/Court,Government of Ukraine,Office of Prosecutor: Natalya Poklonskaya,Unknown,0.0,1.0,1.0,0.0,6,Explosives,17.0,Other Explosive Type,,,,,A homemade explosive device was used in the attack.,0.0,0.0,0.0,1,,"""Azov militant sentenced to 6 years in custody for arson of a mosque in Crimea,"" Interfax, July 26, 2016.","""Chillingly secret Crimean 'Azov fighter' trial ends in 6-year sentence,"" Prava Lyudyny v Ukrayini, July 29, 2016.",,
526,201408160090,2014,8,16,1,Ukraine,Stepanivka,47.927848,38.802147999999995,,"08/16/2014: Assailants abducted Colonel Ivan Beziazykov and two other soldiers near Stepanivka, Donetsk, Ukraine. One hostage was released in September 2014, another hostage was released in December 2014, and Beziazykov was released on July 5, 2016. No group claimed responsibility for the incident; however, sources attributed the kidnapping to the Donetsk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,6,Hostage Taking (Kidnapping),4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Colonel: Ivan Beziazykov,Donetsk People's Republic,0.0,-99.0,0.0,0.0,13,Unknown,,,,,,,,0.0,0.0,3.0,0,,"""Gerashchenko reveals details of Ukrainian Colonel's captivity,"" UNIAN, July 6, 2016.","""Ukrainian Colonel freed after 2 yrs of militant captivity,"" NewsReality.com, July 6, 2016.","""Ivan Beziazykov was captured August 16, 2014,"" Amnesty International, November 3, 2015.",
527,201408170029,2014,8,17,0,Ukraine,Krasnodon,48.316971,39.715263,,"08/17/2014: Assailants opened fire on a military aircraft near Krasnodon city, Luhansk oblast, Ukraine. There were no reported casualties; however, the aircraft was damaged in the attack. The Luhansk People's Republic claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,31.0,Military Aircraft,Ukrainian Air Force,Mikoyan MiG-29 Aircraft,Luhansk People's Republic,0.0,-99.0,0.0,1.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,0.0,1,,"""Ukrainian fighter jet shot down,"" BBC, August 17, 2014.","""Ukraine says insurgents   shoot   down fighter jet,"" Xinhua General News Service, August 17, 2014.","""Ukrainian Fighter Jet Shot Down By Rebels,"" Sky News, August 17, 2014.",
528,201408170032,2014,8,17,0,Ukraine,Oleksiyivske,47.818504,38.746716,,"08/17/2014: Assailants launched rockets and mortars, targeting military positions, in Oleksiyivske village, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Grad rockets and mortars were used in the attack.,0.0,0.0,0.0,-9,,"""Russia pulls more troops to Ukraine border - spokesman,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, August 18, 2014.",,,
529,201408180033,2014,8,18,0,Ukraine,Novosvitlivka,48.508188,39.469453,,"08/18/2014: Assailants launched mortars and rockets at a refugee convoy near Novosvitlivka town, Luhansk oblast, Ukraine. At least 17 people were killed and six others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Luhansk People's Republic, who denied involvement.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,65.0,Refugee (including Camps/IDP/Asylum Seekers),Not Applicable,Refugee Convoy,Luhansk People's Republic,1.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Mortars and Grad rockets were used in the attack.,17.0,0.0,6.0,1,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""'No survivors' in Ukraine attack,"" BBC, August 19, 2014.","""Refugee convoy   attacked   in Ukraine,"" UPI, August 18, 2014.","""Death toll in attack on refugee convoy in east Ukraine rises to 17 - spokesman,"" 5 Kanal TV, August 19, 2014.",
530,201408180037,2014,8,18,0,Ukraine,Novokaterynivka,47.727146000000005,38.116239,,"08/18/2014: Assailants launched rockets at a military position near Novokaterynivka area, Donetsk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Uragan rockets were used in the attack.,0.0,0.0,0.0,-9,,"""Russia pulls more troops to Ukraine border - spokesman,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, August 18, 2014.",,,
531,201408180069,2014,8,18,1,Ukraine,Donetsk,47.981646999999995,37.762325,The incident occurred in the Proletarsky neighborhood.,"08/18/2014: Assailants abducted Serhiy Zakharov, an artist, in Donetsk, Ukraine. Zakharov, who had been released the previous day, returned to the building where he had been detained to retrieve his documents that allowed him to travel through various checkpoints in the country. Instead, Zakharov was held again and tortured before being released in late September 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Not Applicable,Artist: Serhiy Zakharov,Donetsk People's Republic,0.0,-99.0,0.0,0.0,13,Unknown,,,,,,,,0.0,0.0,1.0,0,,"""After Detention And Torture, Donetsk Artist's Work Turns Grim,"" Radio Free Europe / Radio Liberty, October 20, 2014.","""The Banksy of Donetsk Documents His Torture,"" Foreign Policy Magazine, October 21, 2014.","""No Graffiti For You! Donetsk Rebels Are Holding Captive City's Guerrilla Artist,"" Foreign Policy Magazine, August 21, 2014.",
532,201408190054,2014,8,19,0,Ukraine,Ilovaisk,47.925907,38.200459,,"08/19/2014: Assailants launched mortars at a defense battalion near Ilovaisk city, Donetsk oblast, Ukraine. One person was killed and four others were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Territorial Defense Battalions,Members,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,1.0,0.0,4.0,-9,,"""BBC News - Ukraine street battles in Luhansk as troops advance,"" BBC Online, August 19, 2014.","""Ukrainian forces press   attacks   on   rebel  -held areas,"" Denver Post, August 20, 2014.",,
533,201408190102,2014,8,19,0,Ukraine,Unknown,48.016048,37.802274,,"08/19/2014: Assailants launched a missile at a sunflower seed plant in Donetsk oblast, Ukraine. There were no reported casualties; however, the plant was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,Lack of Intentionality,1,0,3,Bombing/Explosion,1,Business,4.0,Multinational Corporation,"Cargill, Incorporated",Sunflower Seed Plant,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,A missile was used in the attack.,0.0,0.0,0.0,1,"There is doubt that this incident meets terrorism-related criteria, given that sources expressed doubt that the fire was the result of an attack.","""Cargill says Ukraine plant may have been struck by missile,"" Business First of Buffalo, August 21, 2014.",,,
534,201408200055,2014,8,20,0,Ukraine,Luhansk,48.581534999999995,39.355545,,"08/20/2014: Assailants opened fire on a military aircraft near Luhansk city, Luhansk oblast, Ukraine. Two crew members were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Luhansk People's Republic.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,31.0,Military Aircraft,Ukrainian Air Force,Mi-24 Helicopter,Luhansk People's Republic,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,2.0,0.0,0.0,1,,"""Kiev says   rebels   downed army chopper, 2 crew killed,"" Agence France Presse -- English, August 22, 2014.","""EU 'deplores' aggressive Russian convoy,"" NEWS.com.au, August 22, 2014.",,
535,201408200067,2014,8,20,0,Ukraine,Unknown,48.576431,39.314855,,"08/20/2014: Assailants opened fire on a military aircraft in Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,0,Insurgency/Guerilla Action,1,0,2,Armed Assault,4,Military,31.0,Military Aircraft,Ukrainian Air Force,Sukhoi Su-24 Aircraft,Unknown,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,0.0,0.0,0.0,1,,"""Three refugees killed as they flee Ukrainian conflict - military,"" Reuters UK, August 21, 2014.","""Rebels shell car with Ukrainian refugees in east, three killed - spokesman,"" 5 Kanal TV, August 21, 2014.",,
536,201408210067,2014,8,21,0,Ukraine,Luhansk,48.581534999999995,39.355545,,"08/21/2014: Assailants opened fire on a vehicle carrying refugees near Luhansk city, Luhansk oblast, Ukraine. Three civilians were killed in the attack. No group claimed responsibility for the incident.",1,1,1,,1,0,2,Armed Assault,14,Private Citizens & Property,65.0,Refugee (including Camps/IDP/Asylum Seekers),Not Applicable,Refugees,Unknown,0.0,-99.0,0.0,0.0,5,Firearms,5.0,Unknown Gun Type,,,,,,3.0,0.0,0.0,1,,"""Three refugees killed as they flee Ukrainian conflict - military,"" Reuters UK, August 21, 2014.","""Three Ukraine Refugees Killed While Trying to Flee Country's East,"" The Moscow Times Online, August 21, 2014.",,
537,201408220048,2014,8,22,0,Ukraine,Luhansk,48.581534999999995,39.355545,,"08/22/2014: Assailants abducted Mykola Zelenec in Luhansk city, Luhansk oblast, Ukraine. Zelenec, the honorary consul of the Lithuanian Ministry of Foreign Affairs, was killed the same day. No group claimed responsibility for the incident; however, sources attributed the attack to the Luhansk People's Republic.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Lithuanian Ministry of Foreign Affairs,Honorary Consul: Mykola Zelenec,Luhansk People's Republic,0.0,-99.0,0.0,0.0,13,Unknown,,,,,,,,1.0,0.0,0.0,0,,"""Lithuanian diplomat 'murdered in eastern Ukraine',"" Deutsche Welle, August 22, 2014.","""Lithuanian consul 'murdered' in Ukraine,"" Radio New Zealand, August 22, 2014.",,
538,201408230073,2014,8,23,0,Ukraine,Zanky,49.638504,36.482826,,"08/23/2014: An explosive device detonated on a railway track near Zanky area, Kharkiv oblast, Ukraine. There were no reported casualties; however, the railroad was damaged in the blast. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Unknown,Railway Track,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,0.0,0.0,0.0,1,,"""Rail track blast in Kharkiv region qualified as terrorist attack,"" Interfax, August 25, 2014.","""Ukraine train derailment causes large oil spill and fire,"" HazardEx, August 26, 2014.",,
539,201408230074,2014,8,23,0,Ukraine,Donetsk,47.981646999999995,37.762325,,"08/23/2014: An unknown number of explosive devices detonated in Donetsk city, Donetsk oblast, Ukraine. Three civilians were killed in the blast. No group claimed responsibility for the incident.",1,1,1,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Unknown,0.0,-99.0,0.0,0.0,6,Explosives,16.0,Unknown Explosive Type,,,,,,3.0,0.0,0.0,1,,"""Three people killed in bomb blasts in Donetsk,"" InterpressNews, August 23, 2014.",,,
540,201408230090,2014,8,23,0,Ukraine,Kirovske,48.150642,38.362656,,"08/23/2014: Assailants launched artillery shells at a church in Kirovske town, Donetsk oblast, Ukraine. Three people were killed in the attack. This was one of two similar attacks in Kirovske town on August 23, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Church,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Artillery was used in the attack.,3.0,0.0,0.0,1,,"""Rebels parade captured soldiers on Ukraine independence day,"" Bangkok Post, August 24, 2014.",,,"201408230090, 201408230091"
541,201408230091,2014,8,23,0,Ukraine,Kirovske,48.150642,38.362656,,"08/23/2014: Assailants launched artillery shells at a hospital in Kirovske town, Donetsk oblast, Ukraine. Two people were killed in the attack. This was one of two similar attacks in Kirovske town on August 23, 2014. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,,1,0,3,Bombing/Explosion,1,Business,6.0,Medical/Pharmaceutical,Unknown,Hospital,Donetsk People's Republic,0.0,-99.0,0.0,0.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,Artillery was used in the attack.,2.0,0.0,0.0,1,,"""Rebels parade captured soldiers on Ukraine independence day,"" Bangkok Post, August 24, 2014.",,,"201408230090, 201408230091"
542,201408240099,2014,8,24,1,Ukraine,Donetsk district,48.015718,37.802932,,"08/24/2014: Assailants abducted Irina Dovgan in Donetsk city, Donetsk oblast, Ukraine. Dovgan, a civilian accused of being a government spy, was publicly beaten and humiliated before being released on August 28, 2014. No group claimed responsibility; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,68.0,Named Civilian,Not Applicable,Civilian: Irina Dovgan,Donetsk People's Republic,0.0,-99.0,0.0,0.0,9,Melee,22.0,"Hands, Feet, Fists",,,,,,0.0,0.0,1.0,0,,"""Ukrainian Woman, Held Up to Public Abuse, Is Released,"" New York Times, September 1, 2014.","""Ukrainian Woman Tells Of Public Abuse At Hands Of Pro-Moscow Separatists,"" Radio Free Europe / Radio Liberty, September 1, 2014.",,
